text_id,text,task_1,task_2,task_3
hasoc_en_3495,@TheRealOJ32 you are a #Murderer Go to HELL!,NOT,NONE,NONE
hasoc_en_5529,"That's because @realDonaldTrump is, was, and always will be racist. He should NOT be where he is today. He's such an idiot. #Douchebag https://t.co/Hz1L5YrMQ5",HOF,OFFN,TIN
hasoc_en_350,#familiesbelongtogether is now trending in #SF    https://www.trendsmap.com/r/US_SAN_qryknh   #michaelavenatti #washingtondc #dc #impeachtrump #whitehouse #washingtondc #dc #25thamendment #25thamendmentnow #impeach #resist #familiesbelongtogether #vote #nomuslimban #nomuslimbanever #keepfamiliest,NOT,NONE,NONE
hasoc_en_4153,Donald Trump’s Medical Malice #Resist #ResistTrump #FuckTrump https://t.co/PyGnXJMN45,HOF,HATE,TIN
hasoc_en_4383,#DICKHEAD'S NUMBERS ARE DOWN! https://t.co/ghjKzVzSSJ,HOF,PRFN,UNT
hasoc_en_3182,"Dear @ICC   It's not only symbol.  There are emotions attached with it,  #DhoniKeepTheGlove   #DhoniKeepsTheGlove #Dhoni #DhoniAtCWC19 #DhoniKeepBalidaanBadgeGlove https://t.co/iOLaEF5pNO",NOT,NONE,NONE
hasoc_en_2019,Buttigieg Backs a Future Criminal Investigation Into Trump #Resist #ResistTrump #FuckTrump https://t.co/MrNk7I0yqi,NOT,NONE,NONE
hasoc_en_2874,"GN Azad, in RS: I request you to keep the New India to yourself & give us our Old India where there was love, culture. Hindus used to feel the pain when Muslims & Dalits used to get hurt. When something used to get into eyes of Hindus, Muslims & Dalits used to shed tears for them",HOF,HATE,TIN
hasoc_en_209,Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. #Resist #ResistTrump #FuckTrump https://t.co/fScveRX4Ms,NOT,NONE,NONE
hasoc_en_1731,The junior doctors' strike called in West Bengal has not just affected services in the state-government run hospitals there but also in other parts of India.  @aiims_newdelhi   #doctorstrike #doctorsfightback #savedoctors #standwithNRS https://t.co/dBeL7paS2X,NOT,NONE,NONE
hasoc_en_4501,When you tell your mom you got into a political altercation with her lifelong friend and had to unfriend them.  My mom is #ShadyAF  #DontMessWithHerGirls  #MyMomRocks  #MyMom  #FuckTrump https://t.co/G5hpTMI37n,HOF,OFFN,UNT
hasoc_en_4435,#ShameOnICC @A2Spices @BCCI booooo... Such a disgusting venue..,NOT,NONE,NONE
hasoc_en_621,"@GOP @realDonaldTrump #BreakingNews #HappeningNow #acrossthecountry:    While some are using Trump's 73rd birthday to celebrate John McCain, #mostAmericans are hoping the #WorstPresidentEver celebrates next year with a #cupcake on his #federalprison #cafeteriatray.  🧁  #FuckTrump!  https://t.co/hWSDEiJpwM https://t.co/lCmyUGfpdK",NOT,NONE,NONE
hasoc_en_4801,@realDonaldTrump happy birthday  hope you enjoy your day !   Because this is going to be your last as a Free Man ..  #TrumpIsATraitor  Jail time is waiting for you !  #LockHimUp,NOT,NONE,NONE
hasoc_en_1906,Some Cars its wiser to stay away from!!  😣😔😥... 😅😁😁😁😁😏  #fear #not #eyes #open #peeled #set #up #enemy #truly #beware #liars #molestors #rapist #all #shit #eat #eaters #tire #not #solid #soldier #God #first https://t.co/AEILxDvfFG,NOT,NONE,NONE
hasoc_en_313,I asked young Eritreans why they risk migration. This is what they told me http://theconversation.com/i-asked-young-eritreans-why-they-risk-migration-this-is-what-they-told-me-119324?utm_source=twitter&utm_medium=twitterbutton … via @TC_Africa #Refugees #Eritrea,NOT,NONE,NONE
hasoc_en_3154,"#Mamata's CALL for #BallotBox,    Costing her #CM CHAIR ?    #EVM_AmitShah ON PROWL !    #EVMSarkar #EVM #evmpm #bengal #BJP #LokSabhaElections2019 #MamataLosingControl #MamataBanerjee #DoctorsFightBack #DoctorsStrike #IMA #IMAScam #IMAFraud #DoctorStrike #DoctorsProtest #westbengal https://t.co/FNvD4aw4Z0",NOT,NONE,NONE
hasoc_en_997,@chandnijafri Any kids #Rapist should be given capital punishment .,NOT,NONE,NONE
hasoc_en_5126,"Crappy birthday, @realDonaldTrump, hopefully it’ll be your last as a free man #TrumpRussia #TrumpIsATraitor #TrumpIsACriminal",NOT,NONE,NONE
hasoc_en_3261,@pastramimachine This lobster is obviously smarter then pres.Trump #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_1116,This is why i love this motherfucker...    Shuts people down easily    #ArabForPresident  #FuckTrump https://t.co/nnufeKXPPn,HOF,PRFN,TIN
hasoc_en_2572,"Watch this clip from 2017, where Boris Johnson shows he simply doesn't have the temperament (let alone maturity) to be next PM of this country    #brexit #BrexitShambles #BorisJohnson #RemainSurge #RemainerNow #RevokeArticle50 #ToryLeadeshipContest #BorisJohnsonShouldNotBePM https://t.co/pVEai5ZJCf",NOT,NONE,NONE
hasoc_en_3965,#democracy &amp; #freedom should never be taken for granted    They're not free    DEMOCRACY &amp; FREEDOM ARE PRICELESS &amp; REQUIRE PROTECTION    #Trump #TrumpIsATraitor #TrumpIsTheEnemyOfThePeople #GOPCoverUp #TrumpCrimeSyndicate #resisters #ResistersForum #FBRParty #BlueWave #ResistanceUnited https://t.co/HWS4mH5wvk,HOF,HATE,TIN
hasoc_en_2390,😂Forget Parsees Save 😂 #CongBachaoRahulHatao #congressneveragain #CongressMuktMaharashtra #CongressParty #congresschorhai #rajivviraatvacation #rajivgandhichorhai #rahulscorpenelink #RahulNowLiability #CongratulationsMheshimiwa #AbkiBaar300Paar #AbHogaNYAY #CongressMuktBharat https://t.co/ahrf2pJ0xm,HOF,HATE,TIN
hasoc_en_2865,#GandiNaaliAbuse Nation is not going to tolerate the insult of the PM.,HOF,HATE,UNT
hasoc_en_287,@robreiner He is so fucking stupid. #FuckTrump,HOF,PRFN,TIN
hasoc_en_5489,Fuck sake. Mums got a sore throat and she came to me and goes the doctor says I have an inflamed vulva I THINK YOU MEAN UVULA MUM  pic.twitter.com/gLuv1Gjrc0,HOF,PRFN,TIN
hasoc_en_4488,"Britain: (While colonizing the world) If We Don't Leave Your Country Today, We Have Reserve Day's !      Britain: (While hosting the Cricket World Cup) We Have Rain Day's ! 😡    इन अंग्रेज़ो ने आज भी परेशान कर रखा हैं! 😒  #INDvsNZ #ENGvWI #cwc19  #ShameOnICC",HOF,HATE,TIN
hasoc_en_2639,@TrampFuneral Hmmm...    'Consultative'    #dickhead https://t.co/TwxwapeaJK,HOF,PRFN,TIN
hasoc_en_3297,Longterm solution such as pressurising central govt. to make a bill about safety of your workspaces and overall more attention to healthcare.Don't make this a fight betwn TMC&amp;bjp otherwise the crux of the protest will be lost and such incident will happen again #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_3871,#nopoliticswithdoctors #DoctorsFightBack Need urgent intervention frm the newly formed gov. to take some necessary &amp; fruitful steps in order to bring life of the state back to normal.,NOT,NONE,NONE
hasoc_en_4809,"Repellent, chaotic and a serial liar, Boris Johnson would be a catastrophic prime minister https://t.co/jY4NIdsyAG  #BorisJohnsonShouldNotBePM",HOF,OFFN,TIN
hasoc_en_2447,"     ,          \n      \n   ",NOT,NONE,NONE
hasoc_en_4086,Wouldn’t put it past him! The lies are endless! #Trump #TrumpMustResign #TrumpIsATraitor #Trump2020 #Fascism https://t.co/MbNDmH8LYq,NOT,NONE,NONE
hasoc_en_3277,@realDonaldTrump #dickhead Donald is a #disgrace to The USA not so much to his family because they are all #criminals like #Individual1 who makes disgusting statements EVERY single day. On American or Foreign soil. #LockHimUp #VoteBlue2020 #ImpeachTrumpNow,NOT,NONE,NONE
hasoc_en_4539,"@GOPChairwoman @realDonaldTrump Socialism... as you categorize it, is already here.     #GOPGaslighting   #TrumpIsATraitor https://t.co/hQzuyd5FcI",HOF,HATE,TIN
hasoc_en_402,Holy Sh*t between @LewisHamilton and @MBrundleF1 I don’t know who is the bigger #douchebag #CanadaGP,HOF,PRFN,TIN
hasoc_en_4924,It’s gonna be a lot of fun?? I’m dying over here!! You slay me!! #murderer https://t.co/1LmbHqZ0PY,NOT,NONE,NONE
hasoc_en_748,We should not play #Pakistan on the 16th June 2019.   #Terrorists  #terroristNationPakistan  #KashmirAllOut   #PakVsIndia   #Indvspak,NOT,NONE,NONE
hasoc_en_3245,"@TheRealOJ32 Wow, amazing you can even look in the public eye, OR your public LIE!  #MURDERER",HOF,HATE,TIN
hasoc_en_42,@ashwinnagar @MamataOfficial For interest of puplic she is speaking #DoctorsFightBack #doctors @MamataOfficial #MamataBanarjee,NOT,NONE,NONE
hasoc_en_15,“The hardest thing about being a refugee is missing my home and my family.” Hasan is 82 years old. He lives at a #Refugees camp in Iraq after fleeing #Syria.  @Refugees,NOT,NONE,NONE
hasoc_en_1955,"There are enough Tory MPs to collapse the government and prevent a no-deal Brexit, Amber Rudd has warned the Conservative leadership candidates. https://t.co/xNj4D3qGay   #BorisJohnsonShouldNotBePM   #StopBrexit",NOT,NONE,NONE
hasoc_en_2265,#douchebag ownership is a real thing. It's powerful. Own your douche. #Theboldtype #theBoldTypeChat,NOT,NONE,NONE
hasoc_en_3519,#IdiotTrump Makes A Fool Of Himself By Not Knowing That The #Feds Are Already In Charge #NYC #HelicopterCrashScene https://t.co/QMaeYd8YxZ,NOT,NONE,NONE
hasoc_en_4246,Nothing will ever make this not true.   #fucktrump #TrumpAddress #trumpsucks #potato #asshole #LiarInChief #liartrump #LIARLIARLIAR #buttholelips #NoWall #illustration https://t.co/p07YJXcyGF,HOF,PRFN,TIN
hasoc_en_5680,"#WIvENG this is the best way that #ICCWorldCup2019 would've gone after washouts,  #ShameOnICC to have organised such a bizzare @cricketworldcup   No words can describe how terrible this has been on the part of #cricketfans   Only money &amp; no emotions   @ICC is a real virus to cricket",HOF,HATE,TIN
hasoc_en_1420,Enough ALREADY!! #FuckTrump https://t.co/rfYR7Y87Yv,NOT,NONE,NONE
hasoc_en_738,Cricket World Cup 2019  Follow tillTOSS for more updates.🎤⠀    ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  #tilltoss #fantasysports #fantasyleague #gamechangers #dream #instasport #tilltoss #fantasysports #cricketworldcup2019 #cwc2019 #ShameOnICC #INDvNZ #CWC19 #SharkFin #SLvAUS #SaturdayMotivation⠀ https://t.co/ikUqPW6Gkr,NOT,NONE,NONE
hasoc_en_3686,Hey! I'm just stoked! It's #JohnMcCainDay!!! He used to be SO FUNNY some times. Full of life and such an honorable man! He would never believe the horrors that are happening in just the short time since he passed away.@MeghanMcCain @TheView #TrumpIsATraitor   @BarackObama #Biden https://t.co/AVxUeOJK1G,NOT,NONE,NONE
hasoc_en_346,"TOLD YA SO! Despite widespread accusations of 'Islamophobia' for his anti-burqa related remarks, as mayor of London, Boris Johnson bent over backwards to pander to Muslims https://barenakedislam.com/2019/07/31/told-ya-so-despite-widespread-accusations-of-islamophobia-for-his-anti-burqa-related-remarks-as-mayor-of-london-boris-johnson-bent-over-backwards-to-pander-to-muslims/ … via @barenakedislam",NOT,NONE,NONE
hasoc_en1_7631,Great initiative.  Let performers only get recognitions. No free lunches. Thank you @PMOIndia     Operation cleanup: Govt looks to remove dead wood in bureaucracy - The Financial Express,NOT,NONE,NONE
hasoc_en1_806,After Pulmawa Attack How Many ' 'Raw & IB' Officer's were Suspended: @asadowaisi,NOT,NONE,NONE
hasoc_en_1453,#BorisJohnsonShouldNotBePM   You must watch this https://t.co/5tl7L0Hzsq,NOT,NONE,NONE
hasoc_en_3299,@StephenBright @oakaged22 It should be National John McCain day because #FUCKTRUMP !!!,NOT,NONE,NONE
hasoc_en_3287,#Assange is not a #rapist  https://t.co/M4sfW7csXC,NOT,NONE,NONE
hasoc_en_3823,"@mademarest Until this goes into circulation, and it will t-minus-t, I'm using a stamp I found on Etsy. Cuz #fucktrump",NOT,NONE,NONE
hasoc_en_1722,@cricketworldcup @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/EifEy0e2NU,NOT,NONE,NONE
hasoc_en_2139,@DisavowTrump20 @Michael48884043 @saragideon I will protect #RobertMueller at all costs. #TrumpColluded #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_653,Mamata & Naidu   Ye dono Election k pahle zarurat se jayda uchal rahe the    Election k baad ED-CBI Dono ko Olympic Long Jump karwa Rahi hai,NOT,NONE,NONE
hasoc_en_4217,Why do we have to have such a #douchebag #criminal as President? @realDonaldTrump @WhiteHouse @FLOTUS https://t.co/kgiZeLftTJ,HOF,HATE,TIN
hasoc_en_2819,"@GrassrootsSpeak This sounds like a brilliant idea!!!!  We need someone to take this and run...lawyers. bet, millions of people would kick in a few bucks.  Brilliant.   #TrumpIsATraitor   #TrumpCrimeFamilyMustGo",HOF,HATE,TIN
hasoc_en_5463,@wvjoe911 @politicususa LOL...that will never happen...#Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump,HOF,PRFN,TIN
hasoc_en_4310,Chiii thuuu... really #ShameOnICC can't even handle that...? Reply my previous tweet !!,HOF,HATE,TIN
hasoc_en_5104,Anyone who backs or votes for #BorisJohnson is openly supporting lying and misrepresentation in politics. I hope they are ready for the consequences. #ToryLeadershipContest #bananarepublic Britain. #BorisJohnsonShouldNotBePM,NOT,NONE,NONE
hasoc_en_3593,#Trump2020 can't happen because we know #Trump2016 didn't happen 😐 Or is there something they ain't tell'n us? 🤨 #FuckTrump #FeelTheBern in 2020 😜🔥,NOT,NONE,NONE
hasoc_en_1651,Here are the rules If #DhoniKeepsTheGlove:    1 Game: He looses 25% of his match fee  2 Games: He looses 50% of his match fee  3 games or more: He looses 75% of his match fee      Dhoni is a Millionaire he can afford to loose some peanuts for the pride of the country.     #IndiaWithDhoni https://t.co/rbFH6evLKq,NOT,NONE,NONE
hasoc_en1_3140,"This Hate speech of AIMIM President Barrister @asadowaisi will leave you blank, you may disagree with him but you cannot ignore his words. What he speak is clear facts this video explains Muslim leadership in todays atmosphere very well, do listen!   @shaukat_aimim @syedasimwaqar",NOT,NONE,NONE
hasoc_en_236,National Cathedral Leaders Humiliate Trump By Condemning His Racism #Resist #ResistTrump #FuckTrump ,NOT,NONE,NONE
hasoc_en_1551,Happy #JohnMcCainDay @realDonaldTrump you fat piece of shit! #fucktrump https://t.co/KZT0pK8Ogj,HOF,PRFN,TIN
hasoc_en_1881,"@bluebludgardenr @BrianKolfage @harkjay350 @DHSgov @CBP #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh",NOT,NONE,NONE
hasoc_en_4308,A letter by @MoHFW_INDIA @drharshvardhan to West Bengal CM @MamataOfficial on NRS Medical College issue.     #SaveBengal #DoctorsStrike #DoctorsFightBack #DoctorsProtest #Savethedoctors Bengal West Bengal https://t.co/XHtbZ2wxPg,HOF,HATE,TIN
hasoc_en_550,@Klse_2_my_soul @vaishali_w024 @republic U seem to be a student or jr doctor. N just learning to loot. First thing yr senior will teach u to ask this question #DoYouHaveInsurance  look at the glitter in doctors' eyes when the answer is yes. #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_938,"Trump's speech is toned-down, but he's still criticizing Democrats #Resist #ResistTrump #FuckTrump https://t.co/AuR2h4CMf4",NOT,NONE,NONE
hasoc_en_2996,@JeffreyToobin @Susan_Hennessey It should serve as a warning.  #murderer,NOT,NONE,NONE
hasoc_en_966,@TheRealOJ32 I am so happy to have this opportunity to tell you what a mephitic shitrendous soulless ball sac you are.  #MURDERER,HOF,PRFN,TIN
hasoc_en_297,@frizz_06 #FuckTrump but look into @AndrewYang he wants to give you $1K a month,NOT,NONE,NONE
hasoc_en_2035,*119 doctors in West Bengal had resigned over voilence    *Called for Nation wide protest     #SaveBengal   #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_1222,@navikakumar How is this picture bears any relevance to #DoctorsFightBack protest? Who is the editors who are charged with content publishing?    @OpIndia_com https://t.co/zST98AW90r,NOT,NONE,NONE
hasoc_en_3940,What is stopping Modi Govt To Impose president Rule In West Bengal #doctorsfightback @MamataOfficial #MamataBanarjee @AmitShah,NOT,NONE,NONE
hasoc_en_4968,Mental Bankruptcy. Debating on the #gloves.     The game is called cricket. Not “Shakti Pradarshan”. Morons!     #Dhoni #dhonigloves #DhoniKeepsTheGlove #DhoniKeepTheGlove #CricketWorldCup2019 #Cricket #CWC19 @icc @BCCI @msdhoni @imVkohli,HOF,HATE,UNT
hasoc_en_5460,#ICC need to focus on managment of world cup instead of dhoni’s gloves.  #worstworldcupever     #ShameOnICC,HOF,HATE,TIN
hasoc_en_3838,@mipaltan None other than our HITMAN RO-HIT SHARMA @ImRo45 BY THE WAY #ShameOnICC,NOT,NONE,NONE
hasoc_en_2998,#UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  #UnfollowTrump  &amp; JUST 2 break it up a LITTLE...  #FuckTrump TOO https://t.co/0be86fMZwq,HOF,HATE,TIN
hasoc_en_4542,@TheRealOJ32 #OJ you are a #murderer. God is calling you to repentance. You will reap what you have sown. How can you escape damnation? 🔥,HOF,HATE,TIN
hasoc_en_101,@BorisJohnson If we want to unite our country- we should commit that anyone who us scared to face a bit of public scrutiny shouldn't be allowed to run for Prime Minister...  #BorisJohnsonShouldNotBePM #BorisJohnson #ToryLeadership #ToryLeadershipDebate #ToriesOut,NOT,NONE,NONE
hasoc_en_5675,A white coat has no color   Dont divide doctors into political party #StopViolenceAgainstDoctors   #DoctorsFightBack https://t.co/EU3xYjufDb,HOF,HATE,TIN
hasoc_en_843,@realDonaldTrump The Orange Menace @realDonaldTrump is siding with Russia against American institutions. #TrumpIsATraitor #PutinsPuppet @GOP @LindseyGrahamSC #GOPComplicitTraitors #TrumpIsAFraud #TrumpLies #ImpeachTheMFTraitor #ImpeachDonaldTrump,NOT,NONE,NONE
hasoc_en_1818,"This movement is HEROIC, it is revolution against being treated like shit, the doctors community has always been working more, paid less still they did their duties with utmost faith &amp; dedication but THEN THEY WERE ASSAULTED &amp; DISRESPECTED and rest is history.    #DoctorsFightBack",NOT,NONE,NONE
hasoc_en_1894,@realDonaldTrump @USArmy Draft Dodgers aren’t allowed to hang out with real War Heroes.    #FuckTrump and his five fake deferments for ‘bone spurs’    Happy John McCain Day! https://t.co/czQI1lsEX9,NOT,NONE,NONE
hasoc_en_4114,#Trump #TrumpIsATraitor #ImpeachTrumpNow @realDonaldTrump  #TrumpLiesMatter #TrumpLies #TrumpRussia    Mitch McConnell’s Ties to Russian Oil Money – The Democratic Coalition – Medium https://t.co/cP8aNiSKQQ,HOF,HATE,TIN
hasoc_en_3318,"@MalcolmNance @montanaisthebes I agree with malcolm nance, Pompeo and Bolton are war mongers who are looking for a distraction away from trump and his crime family. #Resist #VoteBlue #ImpeachTheMF #trumpisaloser #FuckTrump",HOF,HATE,TIN
hasoc_en_1741,#IdiotTrump #NoRespectForALoser   @realDonaldTrump #ResignOrBeImpeached     Watch 'Trump Demands That Other Countries Treat Him With Respect During Twitter Tantrum' on YouTube https://t.co/48qbseyRCi,NOT,NONE,NONE
hasoc_en_4272,@KNX1070 I hope they eat her alive. She is guilty as sin &amp; has a hell of a lot of nerve returning to the very country where she committed her infamous crime. #Murderer #MeredithKercher #KeepHer https://t.co/N5PVoVj1pP,HOF,OFFN,TIN
hasoc_en_799,@RoArquette I feel the same way - if you support this corruption and cruelty F off forever! #FuckTrump,HOF,PRFN,TIN
hasoc_en_2754,Ancestor behaviour you are NOT proud of .... Charles Peace #burglar #murderer ..... can’t choose your fam https://t.co/wuXUYA01hd,HOF,HATE,TIN
hasoc_en_1372,"#Rangzen people, we have to stop this fake activist troll from ruining our #FreeTibet movement.     #Tibetans #humanrights #BoycottChina #Dharamsala #March10 #Tibetan #DalaiLama #BhoRangzen https://t.co/3X2KWUQ1QR",NOT,NONE,NONE
hasoc_en_808,जानिए आखिर क्यों इकट्ठा करते हैं एम.एस धोनी स्टंप     #dhoni #ipl #csk #cricket #msdhoni #viratkohli #msd #rcb #rohitsharma #mahi #kohli #india #virat #teamindia #indiancricket #love   #cricketer #icc #indiancricketteam,NOT,NONE,NONE
hasoc_en_298,#LoveSong For #Bataclan #PrayForParis: Aminata    Love Injected http://ift.tt/1JKGjDJ  #Eurovision2015  #ParisAttacks,NOT,NONE,NONE
hasoc_en_5239,More fuel for the backlash against Johnson -    SNP will seek no confidence vote if Johnson becomes PM ..  https://t.co/QaCs4BZzJK    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollocksToBrexit https://t.co/fItOmwtRxZ,NOT,NONE,NONE
hasoc_en_347,Great Britain's next Prime Minister folks.  Let's tell the world what we think of him.  #jft96 #Liverpool #BorisJohnsonShouldNotBePM #borisbehindbars #ToryLeadeshipContest https://t.co/zKTHXoqvcc,NOT,NONE,NONE
hasoc_en_2125,Funny how the attacks on doctors are all happening in non-BJP states and the media is deciding to be silent on the matter! #DoctorsFightBack #BengalViolence #Kerala #DoctorsProtest https://t.co/RfkER321P2,NOT,NONE,NONE
hasoc_en_3314,#TrumpIsATraitor   #ImpeachTrumpNow   You have accomplished NOTHING except TOTAL DESTRUCTION of the  achievements of your Respected Predecessor which benefitted the USA. You are DEMOLISHING everything THAT MADE AMERICA GREAT.   YOU REALLY ARE AN UTTER MORON. https://t.co/jFTIqRaPl2,HOF,PRFN,TIN
hasoc_en_2179,Who's your favorite going into the #DemDebate ? #2020Election #fucktrump #resist #progressive,NOT,NONE,NONE
hasoc_en_358,NO  I do not back that pledge.,NOT,NONE,NONE
hasoc_en_682,This number goes up EVERYDAY and the Dems still refuse to do anything about it. #trump #TrumpIsATraitor #GOP #MAGA @realDonaldTrump @HouseDemocrats https://t.co/p071jnyaYF,NOT,NONE,NONE
hasoc_en_2628,"@MattHancock - “MY job first, MY party second, MY country third”  - #thatsall #nothingtoseehere #nointegrity #BREXIT #matthancock #leadershipdebate #leadershiphustings #BorisJohnsonShouldNotBePM #boristrump",NOT,NONE,NONE
hasoc_en_2580,Didi came n threatened us n we strike back with mass resignation..now u urself come n treat the patients..  #Shame #DoctorsFightBack #Savethedoctors #doctors_against_assualt #westandwithnrsmch https://t.co/6H4y2i04ro,NOT,NONE,NONE
hasoc_en_1374,"After protester interrupts his speech, Biden tells crowd: 'Be nice, this is not a Trump rally' #Resist #ResistTrump #FuckTrump https://t.co/2BwBQxmxkH",NOT,NONE,NONE
hasoc_en_88,You #supportdhoni  #MSDHONI  #DhoniKeSaathDesh  #Dhoni ???  #BCCI  #CWC19  #DhoniKeepTheGloves  #DhoniKeepsTheGlove  #DhoniKeepBalidaanBadgeGlove  #BalidanBadge  #Balidan  #bbccricket  #CricketWorldCup2019  #WorldCup2019    Retweet 🔄 for #msdhonigloves   Like 👍 👇,NOT,NONE,NONE
hasoc_en_466,@shiplaplove His own son died of cancer.. and hw can cure it? I'd say he's a #Douchebag,NOT,NONE,NONE
hasoc_en_3122,@AdamBienkov @JuliaHB1 How do those US numbers compare to when Trump wasn't in charge? How do the London numbers compare to when Khan wasn't in charge? I'll wait... #dickhead,NOT,NONE,NONE
hasoc_en_3024,"The doctors of India(WB) are not asking something out of the world. Safety, it's a basic right of an individual. Moreover, our doctors are renowned all over the world. So what message are you sending?? We stand with our saviours in the hour of  need. #DoctorsFightBack",NOT,NONE,NONE
hasoc_en_3434,Dear @ICC just improve your umpiring first then talk about this   #DhoniKeepsTheGlove  @BCCI https://t.co/Kkf1WrXfo9,NOT,NONE,NONE
hasoc_en1_4993,"Losing is okay, but not even trying to win is sad...     #INDvENG",NOT,NONE,NONE
hasoc_en_2578,"There is 60% chance of rain tomorrow...I think ICC should take a wild decision n move this match, only this match to a venue where there is no rain.   A humble request from Indians  @ICC @BCCI @CWC_2019   #WorldCup2019 #ShameOnICC #INDvPAK https://t.co/25Vedbf4oL",NOT,NONE,NONE
hasoc_en_5018,@kylegriffin1 This criminal just doesn’t get it. You don’t handle a foreign entities interference in our election on a case by case basis.  It’s ALWAYS illegal to accept help from them. Damn he’s an idiot! #IdiotTrump,HOF,OFFN,TIN
hasoc_en_2541,2020 can't come fast enough.    #TrumpIsATraitor https://t.co/aZta1T7OYM,NOT,NONE,NONE
hasoc_en_1023,"So basically @BorisJohnson does not tell the truth. Not only does he not tell the truth, he made promises that he came nowhere close to delivering and does not seem to care. What is his motivation? It is unlikely to be your welfare. #BorisJohnsonShouldNotBePM https://t.co/LLQyqRatVM",HOF,HATE,TIN
hasoc_en_158,"@AdityaRajKaul Dukarr 🐷🐽🇵🇰 Mullah's drying for business deals with 🇮🇳🕉️ Bloody beggar's Allah ke naam de de, Chalo 🍅🍅 tamatar toh dedo !! 😂😂😂 #INDvPAK #CWC19  #ModiJiSeMilnaHai #FridayMotivation #ModiSurgicalSnub #ModiGlobalPower #ImranKhan #cwc11 #imranhataomulkbachao",HOF,PRFN,UNT
hasoc_en_352,"No, Donald Trump, You Did Not Meet the “Prince of Whales.” Aquaman Would Never. #Resist #ResistTrump #FuckTrump https://t.co/zpdU0OrsXV",NOT,NONE,NONE
hasoc_en_866,#MeghanMcCain mystifies co-hosts by defending #IdiotTrump with a bizarre #Ebola rant: ‘It’s my No. 1 fear in life’ - https://t.co/vyPc9kAVvy,NOT,NONE,NONE
hasoc_en_5011,@realDonaldTrump WITCH HUNT FOUND A      ZOMBIE     #MORONTRUMP    #IDIOTTRUMP    #WorstPresidentEver https://t.co/bFjybRaLRY,HOF,PRFN,TIN
hasoc_en_1193,"@ToniJarvis15 @JudicialWatch @TomFitton @realDonaldTrump The proof is called “The Mueller Report”. You too can read the redacted version, as a citizen of the United States I felt it was my duty to read. #TrumpIsATraitor",NOT,NONE,NONE
hasoc_en_2058,New #CWC19 design #shameonicc @ECB_cricket @BCCI https://t.co/ZLPwMyhh8j,NOT,NONE,NONE
hasoc_en_2863,i told my doctor i cant sleep and he said have sex ???? come over and fuck me yourself you coward,HOF,HATE,TIN
hasoc_en_5179,#Rapist should hange within 2 months. Including all gang meber.  PMO India should rule this...    .  Requested to share this... https://t.co/WovIQSSZA9,NOT,NONE,NONE
hasoc_en_3617,By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that there is nothing wrong in it.    This is about our #NationalPride    #DhoniKeSaathDesh  #IndiaWithDhoni  #DhoniKeepsTheGlove,NOT,NONE,NONE
hasoc_en_853,Boris Johnson’s no-deal Brexit plan ‘will trigger early election’  Top Tories say attempt to appease hardliners means coalition of support for his leadership bid will not survive the autumn https://t.co/kFINjBsguY  #BorisJohnsonShouldNotBePM   #PutItToThePeople #SummerOfResistance,NOT,NONE,NONE
hasoc_en_744,@MMARLONMORAES  Good luck tonight. Please #knockout this arrogant #DOUCHEBAG @HenryCejudo,NOT,NONE,NONE
hasoc_en_5790,Hitler...anyone...anyone...this is Hitler shit...this is Hitler. #FuckTrump #FuckTheGOP https://t.co/0S7YAGJcRS,HOF,PRFN,TIN
hasoc_en_85,#DhoniKeepsTheGlove     What's wrong with @ICC??   Dhoni is first a soldier then a cricketer.....   @BCCI,NOT,NONE,NONE
hasoc_en_5114,Well Flint still doesn’t have drinkable water &amp; 9/11 first responders are going with out proper medical care....BUY HEY at least Air Force One is getting a pointless paint job!! 🖕🏻🤨🖕🏻 #FuckTrump #IMPEACHTRUMP,NOT,NONE,NONE
hasoc_en_5102,"@jdmaccoby @DevinCow The Republicans and MAGA hats have been pretending for over two years that he's sane...I don't see them stopping anytime soon. I never thought I'd see the death of Democracy in this country in my lifetime, but here we are... #fucktrump #NotMyPresident",NOT,NONE,NONE
