text_id,text,task_1,task_2,task_3
hasoc_en_799,@RoArquette I feel the same way - if you support this corruption and cruelty F off forever! #FuckTrump,HOF,PRFN,TIN
hasoc_en_3354,"What’s up, @The_OJSimpson32 ? Have you cut anyone’s head off today? #murderer",NOT,NONE,NONE
hasoc_en_3133,"Our hero! @realDonaldTrump . 1. Create problem, 2. Fix problem he caused, 3. Declare victory. #douchebag",HOF,HATE,TIN
hasoc_en_2601,"Thats right out of the David James Expert Opinion book that, God I hope your a gambler.   When it turns out you know shag all about cricket I think we can confidently say you don't know what you're on about regarding other subjects as well. #Dickhead https://t.co/7rE65Wa6QB",NOT,NONE,NONE
hasoc_en_2847,  @RakeshSinha01  ji              \n     \n@drharshvardhan \n@PMOIndia,NOT,NONE,NONE
hasoc_en_1589,Seniors greeted and cheered by juniors after mass resignation.. This is life.. This is unity.. This is pride.. Kudos.   #DoctorsFightBack https://t.co/qzVdtqWUUe,NOT,NONE,NONE
hasoc_en_2648,Ummm...they are criminals? #FUCKTrump #FUCKMcConnell #FUCKtheGOP https://t.co/v3oQaMlWah,HOF,PRFN,TIN
hasoc_en_3177,#spermineye #rapist #weed #waitTHEconversationto make you cleanse me,NOT,NONE,NONE
hasoc_en_4242,@ColinKahl #Douchebag says what!?,HOF,HATE,TIN
hasoc_en_4223,@TomiLahren @realDonaldTrump We know he loves molesting it. #TrumpIsATraitor #TrumpIsATraitor #JohnMcCainDayJune14th,HOF,HATE,TIN
hasoc_en_5133,Hogan Gidley??  -  -  -  Hogan.  -  -  -  Gidley.  -  -  -  Do you still need a penicillin Rx to treat that or is there an over-the-counter remedy? #douchebag https://t.co/5Ke3FHo5EW,NOT,NONE,NONE
hasoc_en_2463,dating moms taking young dick video asian doctor chubby chinese pussy angela sora fuck lesbian pic.twitter.com/73dNc6cjJS,HOF,PRFN,TIN
hasoc_en_1424,Something is really going wrong when the saviours are protesting to be saved  #DoctorsStrike #DoctorsFightBack  #BengalDoctorsStrike https://t.co/MQSxmS5P6J,NOT,NONE,NONE
hasoc_en_1252,#MalcolmNance Says #TraitorTrump Committed A Crime By Inviting More Election Interference #TrumpIsATraitor  https://t.co/HOzdDOjpRt,NOT,NONE,NONE
hasoc_en_4356,"Those who beat up doctors,are anti-nationals.#DoctorsFightBack",HOF,HATE,UNT
hasoc_en_1535,#BorisJohnson isn't daft- he wasn't on #C4Debate and he didn't attend the Q&amp;A because no-one involved in either of those has any say in the vote... He thinks he's already won #BorisJohnsonShouldNotBePM https://t.co/HOGq9wz56I,HOF,HATE,TIN
hasoc_en_4458,"Trump keeps saying he’s “joking” when he makes comments like this. No! He’s planting the seed in the minds of his cult followers, so they dismiss our Constitution and two-term limit for Presidents. #TrumpIsATraitor https://t.co/scnuzJ37Pm",NOT,NONE,NONE
hasoc_en_1392,This shouldn't stop unless there's a strong action from the centre in the form of a law to protect doctors. #DoctorsFightBack #SaveTheDoctors https://t.co/dlZv91izwB,NOT,NONE,NONE
hasoc_en_909,Duncan Hunter's wife pleads guilty to conspiring with husband to use campaign funds for personal use #Resist #ResistTrump #FuckTrump https://t.co/YUSPnX3Fcg,NOT,NONE,NONE
hasoc_en_554,If things will happen like this then world cup should be named as umbrella cup 🤬🤬🤬   Ind vs Pak = Rain     #CWC #cricketlive #ICCCricketWorldCup2019 #ICCWorldCup #England #Umbrellacup #ICCWC2019 #ShameOnICC https://t.co/OnRliIA7DV #rainingcricket #CWC19 #INDvNZ #INDvsPAK,NOT,NONE,NONE
hasoc_en_290,"For the comparisons of Indian and English grounds, you are considering those grounds which use covers for entire ground!    Hello! M Chinnaswamy Stadium of #Bengaluru is the first cricket stadium in the world to use SubAir system!     Respect it too!    #ShameOnICC #INDvNZ #CWC19",NOT,NONE,NONE
hasoc_en_4222,"@Emolclause @H_Town_74 @AOC @cspan Hummm  #tRUmp would like that. We can pull that trigger when #Rethuglicans aren’t in a position to use it against us, with terrible results btw.   Hold that thought a bit longer, besides #DickHead could possibly win another term before being removed from office.",HOF,PRFN,TIN
hasoc_en_1567,#ShameOnICC who is better,NOT,NONE,NONE
hasoc_en_2073,"@theskindoctor13 Doctors, Advocates, Intellectuals, Common People all are OUTSIDERS, Only Rohinga Muslims are INSIDERS for Mad Mamta. #mamtalosingcontrol #DoctorsFightBack #DoctorsStrike",NOT,NONE,NONE
hasoc_en_3552,@ndtvfeed @ndtv If @MamataOfficial wants to stay in India she must learn how to live in democracy. And I wish she learns to talk sensible things.  #DoctorsProtest   #DoctorsStrike   #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_3389,"Hey @realDonaldTrump  @GOP  Your economy is tanking!  Cuz everything u touch...dies  GOP LOL fiscal responsible party? Happy Fathers Day, losers  #gopsucks  #TrumpIsATraitor  #TrumpResignNow  #TrumpLiesMatter  https://t.co/f1wfp94N23",HOF,OFFN,TIN
hasoc_en_2340,"@narendramodi #Congratulations P.M. we are happy to have you our #prime minister. I would like to request you take some #strict action against #rapist, make some strict #rules against them. Numbers of rape are #increasing day by day instead of #reducing...",NOT,NONE,NONE
hasoc_en_327,+really surprising? #DhoniKeepTheGlove #DhoniKeepsTheGlove #OperationBlueStar #IndianArmy #SikhNation #Sikh #NeverForget #sikhgenocide1984 #SikhGenocide84 #SikhGenocide,NOT,NONE,NONE
hasoc_en_3750,@ICC @cricketworldcup @ICCMediaComms @msdhoni @virendersehwag @imVkohli dear ICC you can stop dhoni bhai but how u gonna stop us focus on your umpires not our players #DhoniKeepsTheGlove #ICCWorldCup2019 #Dhoni #DhoniKeSaathDesh @BCCI @BCCIdomestic 🇮🇳🇮🇳🇮🇳🇮🇳 https://t.co/OvK0aSXLjY,NOT,NONE,NONE
hasoc_en_2102,'Dhoni will always be my Captain' - 7th time so far Kohli has said these lines since Dhoni stepped down from Captaincy !!!!💗💗💗  @ChennaiIPL @imVkohli @msdhoni #IndiaWithDhoni #DhoniKeepTheGlove #DhoniKeepsTheGlove #ICCCricketWorldCup2019 https://t.co/u7Pfr9WBJA,NOT,NONE,NONE
hasoc_en_885,Did they learn from the last 2 days and keep him away from real people?,NOT,NONE,NONE
hasoc_en_818,"Not all heroes wear capes!! #TeamDL #gobackwhereyoucamefrom #trump #maga #FuckTrump #IbraheemSamirah #Repost @QU33NDEE2U with get_repost  ・・・  #Repost @hiphopsince1987  ・・・   'You can't send us back!' a protestor, ID'd… https://www.instagram.com/p/B0lPZe9HNmV/?igshid=g269k6nlolcw …",NOT,NONE,NONE
hasoc_en_4954,@ICC you are able to see the  BALIDAN batch on @msdhoni gloves but not able to see the clouds above you. Very poorly managed by ICC.  #ShameOnICC,HOF,HATE,TIN
hasoc_en_3969,@RudyGiuliani @realDonaldTrump FFS!  What are babbling about now?? You’re delusional! #TrumpsWorseThanNixon #MAGAStupid #TrumpIsADisgrace #TrumpIsATraitor https://t.co/DtIY0LCLyP,HOF,OFFN,TIN
hasoc_en_5115,Uranus springs to mind for some reason reading the Twump tweets  #douchebag https://t.co/WgIVDmFqBz,NOT,NONE,NONE
hasoc_en1_509,It wont affect to alia but it will effect to your TRP...भोसडीके,HOF,PRFN,UNT
hasoc_en_5200,"Well I'll be damned,  there's now 5000 friends following my tweets.  Amazing.  I wasn't sure it would happen.    Thank you so much. I'm proud to follow each one of you back.    I'll always be the foul mouthed old Liberal Democrat shouting #FuckTrump!     Let's make it 10K    #Resist",NOT,NONE,NONE
hasoc_en_991,Sometimes they try but end up looking even more stupid.  It's all about finances. You cannot say no to more than 60% of the revenue. ,HOF,HATE,TIN
hasoc_en_1749,#TrumpisaTraitor is more disrespectful of the American flag than the man who set it on fire and was awarded $225K by the Supreme Court!! https://t.co/A4ueTMzaXh,NOT,NONE,NONE
hasoc_en_1894,@realDonaldTrump @USArmy Draft Dodgers aren’t allowed to hang out with real War Heroes.    #FuckTrump and his five fake deferments for ‘bone spurs’    Happy John McCain Day! https://t.co/czQI1lsEX9,NOT,NONE,NONE
hasoc_en_568,"@akkitwts An optimist perhaps, but not evil.    #FUCKTRUMP    🔥👉🏻🤡👈🏻🔥",NOT,NONE,NONE
hasoc_en_658,Lagta Hai Tera Bhi Halala hua hai..!?,NOT,NONE,NONE
hasoc_en_254,"Brahmincal India had 50% of world GDP & low inequality but descendants must be punished for 1000 yr old past sins like untouchability    Xian & Islam brought good things like genocide, rape, slavery, famines, halala, destruction of education, reduction of GDP to 1%, inequality",HOF,HATE,TIN
hasoc_en_111,#BorisJohnsonShouldNotBePM he is already ducking and diving the 5 friendly candidates...God help us when it comes to to the 27 European countries!! https://t.co/siS59z36pR,NOT,NONE,NONE
hasoc_en_1695,These depictions of Noah’s Ark are accidentally gay—and people are here for it #Resist #ResistTrump #FuckTrump https://t.co/n4Inw90fuc,NOT,NONE,NONE
hasoc_en_4403,Ladies and gentlemen I present the overwhelming favourite to be our our next Prime Minister Mr  #borisjohnson.  Do we really want a nasty piece of work like him leading us in into #brexit!  #BorisJohnsonShouldNotBePM https://t.co/s4jzJzRxgW,NOT,NONE,NONE
hasoc_en_511,50k crowd capacity shd be the minimum standard these days if you compare with othr countries in d world.,NOT,NONE,NONE
hasoc_en_357,"My job is to make your streets safer. That begins with recruiting another 20,000 police officers.",NOT,NONE,NONE
hasoc_en_4653,"@realDonaldTrump @MarshaBlackburn She blocked a bill that would make what’s already illegal, illegal.   It is illegal to accept any foreign help in an election campaign.   You broke the law &amp; you said you’d do it again.   What good are laws when the president himself is more than willing to ignore them? #FuckTrump",HOF,PRFN,TIN
hasoc_en_677,Just a daily reminder to @realDonaldTrump  that he is a National Disgrace.     #TraitorTrump   #TrumpIsADisgrace   #TrumpIsATraitor https://t.co/O09IV9NZGf,HOF,OFFN,TIN
hasoc_en_4483,@realDonaldTrump is a dirtbag POS and an embarrassment to humankind #FuckTrump #maga #RacistTwat #Trump #TrumpsWorseThanNixon https://t.co/lyvSFCmtpP,HOF,OFFN,TIN
hasoc_en_407,Watching cricket is like watching flies fuck. No loss. ,NOT,NONE,NONE
hasoc_en_2188,#ShameOnICC Good point raised on Indian TV - @ICC takes a bigger load of money from India and robs the Indian fans of WC experience - so Indians are being robbed twice!! Shame on @BCCI for letting ICc get away @KirenRijiju Why should a toothless org like @ICC run the game?,NOT,NONE,NONE
hasoc_en_3182,"Dear @ICC   It's not only symbol.  There are emotions attached with it,  #DhoniKeepTheGlove   #DhoniKeepsTheGlove #Dhoni #DhoniAtCWC19 #DhoniKeepBalidaanBadgeGlove https://t.co/iOLaEF5pNO",NOT,NONE,NONE
hasoc_en_2856,"Ah, silence in the library, #1 doctor who plot to fuck up your kids pic.twitter.com/A3mYdLjAQz",HOF,PRFN,TIN
hasoc_en_5144,You’re a complete IDIOT.   #FUCKtRump https://t.co/BSbmlCkqxV,HOF,PRFN,TIN
hasoc_en_5385,Birthday Party for One.   #the25thamendment  #donaldtrump #trump #impeachtrump #impeach #fucktrump  #mueller #GOP #putin #fuckdonaldtrump #presidenttrump #makeamericagreatagain #maga #notmypresident #mcgahn #donmcgahn  #johnmccainday #jackiekennedy #johnmccain #mccain https://t.co/nfq0Pia8WA,HOF,PRFN,TIN
hasoc_en_3514,Moment of the day 🤣😂❤️❤️  #ViratKohli   #MSDhoni  #WorldCup2019   #INDvAUS   #DhoniKeepsTheGlove https://t.co/XJhTioWUdA,NOT,NONE,NONE
hasoc_en_1355,"Let me coin a new term for Trump: #douchebag  What, was already coined? So was #MotleyCrue... https://t.co/ZKS9daalmS",NOT,NONE,NONE
hasoc_en_1162,Deleting 33k emails with recipes in them is the real obstruction... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #dickhead https://t.co/Ens564GEm5,NOT,NONE,NONE
hasoc_en_1030,"See unknown person this is good if this govt ban halala first, this is also haram practice, if you read the process of talaq you will sure amaze.  and instead triple talaq is also not valid in Islam.",NOT,NONE,NONE
hasoc_en_5738,@SenSchumer Shut it up Chuckles! How about those dads who now have one less child thanks to them being murdered by illegals. Leave it to a Democrat to turn Father’s Day into politics. #DickHead,HOF,OFFN,TIN
hasoc_en_4088,#ShameOnICC   Wonder no rain on @ECB_cricket match !  Will rain decide the finalist of @cricketworldcup ?  @ICC stop ur nonsense.  @BCCI boycott,NOT,NONE,NONE
hasoc_en_4907,I got to knw d rsn behind most of d countries mocking us is bcz v r more concerned towards #CWC19 n blaming #ICC rather than focusing on real issues. People hv made a trend #ShameOnICC instead of helping Sudanese.    #CWC19,HOF,HATE,UNT
hasoc_en_211,"Chris Georgiou - Bojo in the House https://t.co/laVTmCEiQW via @YouTube check it out, absolutely brilliant! @larionDS #BorisJohnson #BoJo #BorisJohnsonShouldNotBePM",NOT,NONE,NONE
hasoc_en1_3053,Actress : I’m an actress my opinion doesn’t matter    Also the actress : Don’t vote for Modi because me and 300 other actors are saying so.,NOT,NONE,NONE
hasoc_en_2810,@DanCrenshawTX Chuch Schumer = #DoucheBag,HOF,HATE,TIN
hasoc_en_2438,@RahulGandhi must answer if word #GandiNaaliAbuse used by his leader in LS is word of love. It is exemplary culture of BJP MPs who did not refer opposition to Mathai book in response to such dirty language. @sambitswaraj @AnchorAnandN @smitaprakash #GandiNaaliAbuse,NOT,NONE,NONE
hasoc_en_1667,"remember the Ind vs NZL T20 held on 7th Nov 2017 in Trivandrum, India in which the game started within half an hour after the heavy 5 hrs rain. What a pathetic condition for the stadiums in ENG even they are developed country. ICC has to be more vigilant. #ShameOnICC #ICCWC2019 https://t.co/vPdgFqhNmM",NOT,NONE,NONE
hasoc_en_2338,#DhoniKeepsTheGlove the #ICC is the new british raj dictating on the colonies what and what not to wear. #BCCI looking at money aspect will bow down to its british raj masters,NOT,NONE,NONE
hasoc_en_434,@ashutosh83B @SwetaSinghAT Ab ye btayega who is better Dhoni or Gavaskar? FYI Sunil Gavaskar once said Dhoni is the best limited over player India produced after Kapil dev. Jai Hind 🇮🇳✌️👍 #DhoniKeepsTheGlove #Dhoni #AUSvIND,NOT,NONE,NONE
hasoc_en_659,What a fucking idiotic thing to do! Threaten proper journalists for supposedly being biased while working for one of the worst disinformation newspapers around! #Dickhead https://t.co/kP77Mv931Z,HOF,PRFN,UNT
hasoc_en_920,Only 1300 cases of tripple talaq have been filed. How many incidents of nikah halala happened?,NOT,NONE,NONE
hasoc_en_2446,#GandiNaaliAbuse It is an insult to the constitution N democracy  of the nation.,NOT,NONE,NONE
hasoc_en_4167,"@LindseyGrahamSC @realDonaldTrump @LindseyGrahamSC is definitely #UnfitForOffice!    Convenient, isn't it Graham, that Trump backed out of the Iran agreement, even though there were no violations reported?!    AND NOW, Trump has jumped aboard the #USSTrumpFail, accompanied by Putin &amp; Saudi Arabia!  #TrumpIsATraitor",HOF,OFFN,TIN
hasoc_en_4508,If Boris can't be bothered to turn up at a debate. Then next general election I can't be bothered to vote for him. #C4debate #BorisJohnsonShouldNotBePM,HOF,HATE,TIN
hasoc_en_30,500 doctors have already resigned in #Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #SaveTheDoctors,NOT,NONE,NONE
hasoc_en_1615,Why we need a #CongressMuktBharat https://t.co/4IPLhW5Q0w,NOT,NONE,NONE
hasoc_en_116,@realDonaldTrump @StateDept @SecPompeo Japan disagrees...they saw something 'flying in' and then hitting the boat. #TrumpIsATraitor https://t.co/ADZvw82uZi,NOT,NONE,NONE
hasoc_en_2190,@MamataOfficial Didi your contentious comment 'Outsiders' had created a chaos all around #Bengal &amp; the healthcare service in the country have been badly disrupted and many people are dying because of the absence of the doctors.  #BengalBurning   #BengalViolence   #DoctorsFightBack,NOT,NONE,NONE
hasoc_en_1564,"#EVMsarkar seems to be desperately wanting to TOPPLE #WestBengal Govt - and using #IMA (#indianmedicalassociation ) as a TOOL !    #Doctors who are members of IMA, are SITUATIONAL PRISONERS !    #DoctorsStrike is FOR THIS, which is being staged by #IMAFraud !    #EVM #EVMPM #Mamata https://t.co/qQGLg10fgv",NOT,NONE,NONE
hasoc_en_5763,Here’s a shit show. There still trying to beat the Hillary dead horse. We have seen indictments and is the people all around Trump and if he wasn’t president he be in line also. He won’t be president forever the state of New York can’t wait for that day. #FuckTrump https://t.co/xCAroWTt4q,NOT,NONE,NONE
hasoc_en_453,"Video of Boris Johnson saying 'no government' would bring UK out of single market goes viral    ⁦@BorisJohnson⁩, do you remember?  ⁦@10DowningStreet⁩",NOT,NONE,NONE
hasoc_en_403,@CNN Disgusting! And they don’t change their culture or come up with vetting system or preventative ways to stop this from occurring. This will continue to happen. The Catholic Church needs to go! #rapist #ChildTrafficking #CatholicChurch #CatholicTwitter,HOF,HATE,TIN
hasoc_en_876,"Siliguri: Junior doctors at the District Hospital continue the protest, one of the protesters says, 'We won't stop the protest until she (West Bengal CM Mamata Banerjee) meets the protesters at NRS Medical College & Hospital.' #WestBengal #DoctorsProtest",NOT,NONE,NONE
hasoc_en_3867,#DoctorsFightBack in Bengal Vs #LeecheeFightBack in Bihar. When people will get the proper quality medical services without reservations? Surely a Curse now blaming leeches today n mangoes Tommorrow in fighting,NOT,NONE,NONE
hasoc_en_1452,#ShameOnICC just go out and stop the rain in india - pak match,NOT,NONE,NONE
hasoc_en_5573,"@davidfrum @gtconway3d It is not a secret, all of the world knows our President is compromised.   #TrumpsAnInternationalDisgrace   #TrumpIsADisgrace   #TrumpLies   #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople   #TrumpIsANationalSecurityThreat",HOF,HATE,TIN
hasoc_en_4462,#ShameOnICC  Right now I can that IPL has more trp than icc world cup.    Icc became as useless as siddhu in politics.    agree hit like👍,NOT,NONE,NONE
hasoc_en_4746,@realDonaldTrump You are a #FuckingMoron  #TrumpIsTheWorstPOTUSEver  #TrumpIsANationalSecurityRisk  #TrumpIsADisgrace  #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsACriminal  #TrumpForPrison2020,HOF,PRFN,TIN
hasoc_en_4163,"Happily Queen dahlingsss #JohnMcCainDayJune14th #fucktrump make his day hellsss, Living🔥H🔥E🔥L🔥L🔥S🔥S🔥S🔥 https://t.co/87cIYf3QeB",HOF,HATE,UNT
hasoc_en_599,House Intel Committee Drops WH Nuke Sure To Send #Trump Into Seizure #TrumpIsATraitor #VoteBlue2020  https://t.co/kFli36hTF9,NOT,NONE,NONE
hasoc_en_4232,After listening to the @ReillyRick interview on @PardonMyTake I love you Rick #FuckTrump,HOF,PRFN,TIN
hasoc_en_5704,@Tontolao1 did Jesus make you do it? #hvac #douchebag https://t.co/Hn2d6kxqW9,HOF,HATE,UNT
hasoc_en_4657,I can't believe even this turned communal. Doctors of all religions are protesting. We aren't divided. Were the rest of you sleeping earlier when other attacks were perpetrated by Hindus? Or was it not convenient for your narrative earlier? Stand United please   #DoctorsFightBack,HOF,HATE,UNT
hasoc_en_1154,Hahaha someone is scared. #tRumpIsATraitor https://t.co/s7Xxspk6dN,NOT,NONE,NONE
hasoc_en_3322,"@realDonaldTrump America WAS always great until YOU ruined it! You’re no leader!     All you are is an over bloated bovine with foul breath, no honor, no principles, no integrity, no dignity and certainly no morals!     #FuckTrump",HOF,HATE,TIN
hasoc_en_2277,Dear @ICC you haven't done right  We stand by @msdhoni  #DhoniKeepsTheGlove https://t.co/fmPwqMMq8i,NOT,NONE,NONE
hasoc_en_4839,"Do NOT question our humanity.I dare you @abpanandatv @Zee24Ghanta to broadcast this,though,of course,you won't. They are Indradeep, Amresh&amp;Chinmay of final year(4th year).  #Savethedoctors #SaveTheSaviours #DoctorsFightBack @republic",HOF,HATE,TIN
hasoc_en_2009,Do you want to see today @msdhoni like this sir @sachin_rt ?    #AskStar #sachinopenagain #INDvAUS #WorldCup2019 #live #msdhonigloves #DhoniKeepsTheGlove https://t.co/E05fjfROCC,NOT,NONE,NONE
hasoc_en_359,The F in LMFAO stands for 'Fuck you Mamata Banerjee'.,HOF,PRFN,TIN
hasoc_en_997,@chandnijafri Any kids #Rapist should be given capital punishment .,NOT,NONE,NONE
hasoc_en_5389,This is my message birthday message to that dumb ass Trump lol. #mood #fucktrump #villageidiot #byefelicia #word https://t.co/MfUNxg9VOc,HOF,PRFN,TIN
hasoc_en_1790,Happy #JohnMCainDay #JohnMcCainDayJune14th #JohnMcCainAmericanHero 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Also #FuckTrump,NOT,NONE,NONE
hasoc_en_56,U should really question Ur gods  bcoz they are seriously messed up. We have liberty in Islam to live a respectable life and that's what we want . Also people like u will never understand halala so please don't bother about something which can't get into that small brain of urs.,HOF,HATE,TIN
hasoc_en_3276,@SenTedCruz Didnt you vote to repeal Sanction for Oleg Deripaska and Rusal? Doesnt Rusal process Aluminum for Nuclear Devices? Do you work for the US or Russia? Hypocrite Much? #TrumpTantrum #TrumpIsATraitor #TrumpCrimeFamily #TrumpConcentrationCamps #TrumpCriminalInvestigations,HOF,HATE,TIN
hasoc_en_3460,@badendido @terrycurran_11 In my defence I do blame the local beer holy mother of Jesus it was strong 😵.. Because of the stoppage in the first half when the Ref blew for half time .. I thought it was full Time and started heading out the ground #dickhead,HOF,PRFN,UNT
hasoc_en_472,#notmypresident Looking forward to seeing the donald blimp in D.C.  #fucktrump #realDonaldTrump  EPIC! https://t.co/Z9cGY5j8tK,NOT,NONE,NONE
hasoc_en_3429,"@realDonaldTrump DUDE, just because you keep repeating it, does NOT make it true.      #ihate45   #worstPresidentever   #weaselheadedfucknugget   #shutyourshithole   #fucktrump   #yousuck   #liarinchief   #noclass   #moron   #ridusofthisdisease  #UnfollowTrump  ┌∏┐ (•˽•)┌∏┐",HOF,PRFN,TIN
hasoc_en_2485,"OJ Simpson will pay for what he did for killing his ex wife. Even though this happened in 1994, he knows what he did wrong to this day and will pay for it. #murderer",NOT,NONE,NONE
hasoc_en_219,Today PM @BorisJohnson is in Northern Ireland with Secretary of State for Northern Ireland @JulianSmithUK.    They are meeting each of Northern Ireland’s main political parties for discussions on restoring the devolved institutions.,NOT,NONE,NONE
hasoc_en_2334,@aajtak If not possible to keep insignia on gloves @msdhoni should have tattoo of insignia on his arms.  @BCCI @republic  @ICC #keepthegloves #bcci #DhoniKeepsTheGlove #Dhoni   #BalidaanBadge #zeenews,NOT,NONE,NONE
hasoc_en_5712,@bearball49 What in the h😡ll is wrong with her! #Murderer,HOF,OFFN,UNT
hasoc_en_5669,TUBMANS #FuckTrump https://t.co/nsLwJYj9q4,HOF,PRFN,TIN
hasoc_en1_1240,AIMIM National Spokesperson @syedasimwaqar with his views on Triple Talaq in Parliament #TripleTalaqBill @News18India @asadowaisi,NOT,NONE,NONE
hasoc_en_1091,How big of a #douchebag must one be to do this to a #Lamborghini?     #lambo #ATLTraffic https://t.co/8hd8zXyM9X,NOT,NONE,NONE
hasoc_en_4336,"While violence, of any form, subjected on anyone is wrong, does anyone recall, IMA speaking up, when kids were dying, at BRD Gorakhpur, due to lack of oxygen &amp; the Ajay Bhist govt was arresting doctors, to hide it's own shortcomings ?    #DoctorsFightBack    https://t.co/AwHHrTAZOw",HOF,HATE,TIN
hasoc_en_1018,Couldn't agree more. N.Ireland voted to remain.,NOT,NONE,NONE
hasoc_en_297,The average guy still trusts you Mamata. Don't fuck it all up like the Commies did. Too much at stake for the state now.,HOF,PRFN,UNT
hasoc_en_4296,@Garrison66 @tonyposnanski @TheRealOJ32 Ya I think he already did that.  And got away with it.  #goawayoj #murderer,HOF,HATE,TIN
hasoc_en_5787,#DhoniKeepsTheGlove...first improve ur gully umpiring.....and talk about any obligations ...,NOT,NONE,NONE
hasoc_en_3382,Sunday matchum rain varum pola ...    Fuck world cup     #ShameOnICC,HOF,PRFN,TIN
hasoc_en_532,'Vietnam was too far. I disagreed with the war. I like people who weren't captured. My feet hurt.' But sure I guess this is real patriotism.  #TrumpIsATraitor https://t.co/dTlo2Hlq1J,NOT,NONE,NONE
hasoc_en_953,Happy #JohnMcCainDay to all true patriots who celebrate. #TrumpIsATraitor,NOT,NONE,NONE
hasoc_en_3173,#ShameOnICC #ICC #CWC2019   this is not a world cup just like a RainCUP.....icc plz take strong action  Worldcup is big tournament of world not boitrial series plz take strong action,NOT,NONE,NONE
hasoc_en_3306,'It´s a problem of trust.'   #BorisJohnsonShouldNotBePM https://t.co/67GXK0er2j,NOT,NONE,NONE
hasoc_en_1300,"Max Hastings, ex editor of Telegraph:    “Boris Johnson is one of the most brilliant and entertaining journalists that I know, but the tragedy is he thinks he is Winston Churchill - when in reality he is Steve Coogan” ..    #BorisJohnsonShouldNotBePM  #BollockstoBrexit  #PeoplesVote https://t.co/02ViOqsLrH",NOT,NONE,NONE
hasoc_en_1163,#WorldCup2019 trophy re- designed 😂  #ShameOnICC #CWC19   #RainStopsMatch #Rainyworldcup https://t.co/RpFRxCfkh4,NOT,NONE,NONE
hasoc_en_4273,Traitors and cowards.  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachmentHearingsNow   #ImpeachDonaldTrump https://t.co/FW7KGcagU4,HOF,HATE,TIN
hasoc_en_4141,"@realDonaldTrump Sure, the 1% would never have had their pockets bulge without #TraitorInChief around. Great job #DerangedDonald     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor",HOF,OFFN,TIN
hasoc_en_1627,@BillKristol Fixed it 👍🏻👍🏼👍👍🏽👍🏾👍🏿 #NotMyPresident #FlagDay2019 #TrumpsAnInternationalDisgrace #TrumpIsATraitor #justsaynotomaga https://t.co/rIQjZznlqx,NOT,NONE,NONE
hasoc_en_4687,The Orange Man-baby is Public Enemy Number One! When will his Moronic Supporters get well?     #TrumpIsATraitor #JohnMcCainDay #TrumpCrimeFamily #TrumpColluded #VetsResist https://t.co/Eh5wMGPF8f,HOF,HATE,TIN
hasoc_en1_5889,#ParliamentSession    AIMIM President Barrister @asadowaisi  Congratulates the Speaker and said a speaker must ensure the elected government does not become a monarchy. He reminds the Speaker of his discretionary powers and says it must be upheld.,NOT,NONE,NONE
hasoc_en1_129,"“And if you all are in doubt about what I have revealed to My servant, bring a single chapter like it, and call your witnesses besides God if you are truthful.” (Quran 2:23)",NOT,NONE,NONE
hasoc_en_810,@MargieMargie72 @WinstonWolfLV Because rockies manager is #douchebag,NOT,NONE,NONE
hasoc_en_1486,"@PhilipRucker We remember Jackie, M is no Jackie #TrumpsAnInternationalDisgrace #TrumpIsATraitor #dunningkrugereffect",NOT,NONE,NONE
hasoc_en_5716,@WhiteHouse @PressSec Is this a lie too? Good riddence piece of 💩.  #DopeyDonald  #FuckTrump  #FakeMelania  #CreepyPence  Now if only @POTUS would go.,HOF,PRFN,TIN
hasoc_en_5149,"U cannot get more irritated by some jobless indians making memes on rain affected #CWC2019 just cuz one of the games on India is washed out. Its weather, its unpredictable. And the World Cups have to played in this time around! Why fucking trend #shameonICC ? Idiots",HOF,PRFN,TIN
hasoc_en_168,Secularism khatre me hai  India is Hindu rashtra. Secularism is illegal,NOT,NONE,NONE
hasoc_en_1719,@RudyGiuliani @realDonaldTrump Many people are saying that #DonTheCon #TrumpIsATraitor   https://t.co/NcVbEApwlO https://t.co/SpxdqUYNO5,NOT,NONE,NONE
